"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"1832-5","Альфа-1-Фетопротеїн","Масова Концентрація","МоментЧасу","Амніотична рідина","Кількісно","","Хімія","Альфа-1-Фетопротеїн АмніоРід-МасКнц","Альфа-1-Фетопротеїн [Маса/об'єм] у амніотичній рідині","A1; AF; AFAFP; AFP; Alfa; Alpha fetoprotein; Alphafetoprotein; Amn; Amn fl; Amnio; Amniotic flu; Amniotic fluid; Chemistry; Feto; Gyn; Gynecology; i; Level; Mass concentration; OB; ObGyn; Obstetrics; Point in time; QNT; Quan; Quant; Quantitative; Random; Tumor marker","Альфа-1-Фетопротеїн (АмніоРід) [Маса/об'єм]"
"1833-3","Альфа-1-Фетопротеїн","Масова Концентрація","МоментЧасу","Спинномозкова рідина","Кількісно","","Хімія","Альфа-1-Фетопротеїн СМР-МасКнц","Альфа-1-Фетопротеїн [Маса/об'єм] у спинномозковій рідині","A1; AFP; Alfa; Alpha fetoprotein; Alphafetoprotein; Cerebral spinal fluid; Cerebrospinal Fl; Chemistry; Feto; i; Level; Mass concentration; Neuro; Neurology; Point in time; QNT; Quan; Quant; Quantitative; Random; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Tumor marker","Альфа-1-Фетопротеїн (СМР) [Маса/об'єм]"
"18325-1","оксиморфон","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Підтверджувальний тест","Наркотична токсикологія","оксиморфон Сеча Пор ПідтвердТест","оксиморфон [Наявність] у сечі підтверджувальним методом","14-Hydroxydihydromorphinone; Addiction; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Illicit; Numorphan; Numorphone; Opana; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen; UA; UniversalLabOrders; UR; Urn","оксиморфон ПідтвердТест Пор (Сеча)"
"18355-8","Метилендіоксиамфетамін","Масова Концентрація","МоментЧасу","Сеча","Кількісно","","Наркотична токсикологія","Метилендіоксиамфетамін Сеча-МасКнц","Метилендіоксиамфетамін [Маса/об'єм] у сечі","Addiction; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Level; Mass concentration; MDA; Methylenedioxymethamphetamine metabolite; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn","Метилендіоксиамфетамін (Сеча) [Маса/об'єм]"
"1842-4","Аміак","Молярна Концентрація","МоментЧасу","Сеча","Кількісно","","Хімія","Аміак Сеча-МолКнц","Аміак [Молі/об'єм] у сечі","Amm; Ammon; Amon; Chemistry; Kidney; Level; Nephrology; NH3; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal; Substance Concentration; UA; UR; Urn","Аміак (Сеча) [Молі/об'єм]"
"18470-5","Норкломіпрамін","Масова Концентрація","МоментЧасу","Сеча","Кількісно","","Наркотична токсикологія","Норкломіпрамін Сеча-МасКнц","Норкломіпрамін [Маса/об'єм] у сечі","Clomipramine metabolite; Desmeth; Desmethylclomip; Desmethylclomipramine; DRUG/TOXICOLOGY; Drugs; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn","Норкломіпрамін (Сеча) [Маса/об'єм]"
"18473-9","Гідроморфон","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Підтверджувальний тест","Наркотична токсикологія","Гідроморфон Сеча Пор ПідтвердТест","Гідроморфон [Наявність] у сечі підтверджувальним методом","Addiction; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; Dihydromorphinone; Dilaudid; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Hydromorphinone; Illicit; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; Urn","Гідроморфон ПідтвердТест Пор (Сеча)"
"18332-7","Тиропероксидаза Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Серологія","Тиропероксидаза IgG СвткПлаз-ДовКонц","Тиропероксидаза IgG Антитіла [Кількість/об'єм] у Сироватці чи Плазмі","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; Endocrine; Endocrinology; Immune globulin G; Immunoglobulin G; Iodide peroxidase; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; Serology; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Thyroid Microsomal; Thyroid microsomes; Thyroid peroxidase; TPO","Тиропероксидаза IgG Кільк"
"18356-6","Метилендіоксиметамфетамін","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Наркотична токсикологія","Метилендіоксиметамфетамін СвткПлаз-МасКнц","Метилендіоксиметамфетамін [Маса/об'єм] у сироватці чи плазмі","Addiction; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Ecstasy; Illicit; Level; Mass concentration; MDMA; Pl; Plasma; Plsm; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR","Метилендіоксиметамфетамін [Маса/об'єм]"
"18392-1","фенциклідин","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Підтверджувальний тест","Наркотична токсикологія","фенциклідин Сеча Пор ПідтвердТест","фенциклідин [Наявність] у сечі підтверджувальним методом","Addiction; Angel dust; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Illicit; Ordinal; PCP; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen; Sernylan; UA; UR; Urn","фенциклідин ПідтвердТест Пор (Сеча)"
"1854-9","Андростенедіон","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Андростенедіон СвткПлаз-МасКнц","Андростенедіон [Маса/об'єм] у Сироватці чи Плазмі","Chemistry; gamma-4-Androstenedione; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders","Андростенедіон [Маса/об'єм]"
"1858-0","Ангіотенсін I","Масова Концентрація","МоментЧасу","Плазма","Кількісно","","Хімія","Ангіотенсін I Плаз-МасКнц","Ангіотенсін I [Маса/об'єм] у Плазмі","AGT; AI; Angiotensin 1; Chemistry; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random","Ангіотенсін I (Плаз) [Маса/об'єм]"
"1884-6","Аполіпопротеїн В","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Аполіпопротеїн В СвткПлаз-МасКнц","Аполіпопротеїн В [Маса/об'єм] у Сироватці чи Плазмі","APO; Apo B; ApoB; Apolipo; Apolipoprot; Apolipoproteins; Chemistry; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders","Аполіпопротеїн В [Маса/об'єм]"
"1903-4","Аскорбат","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Віт С СвткПлаз-МасКнц","Аскорбат [Маса/об'єм] у Сироватці чи Плазмі","Ascorbic acid; c702; Chemistry; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders; Vit C; Vitamin C","Аскорбат [Маса/об'єм]"
"19072-8","Кальцій.іонізований^^відрегульований до pH 7,4","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Кальцій.іонізований відрегульований до pH 7,4 СвткПлаз-МолКнц","Кальцій.іонізований відрегульований до pH 7,4 [Молі/об'єм] у сироватці чи плазмі","adj; adj pH7.4; Ca; Ca-I; Cal; Calcium active; Calcium free; Chemistry; Coagulation factor I; ICA; Ion; Level; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration","Кальцій.іонізований відрегульований до pH 7,4 [Молі/об'єм]"
"19049-6","Метанефрин","Масова Швидкість","24год","Сеча","Кількісно","","Хімія","Метанефрин 24год Сеча-МасШв","Метанефрин [Маса/час] у добовій сечі","1 day; 24 hours; 24HR; Chemistry; Mass Rate; Metaneph; Metanephrne; Metenephrine; mRate; QNT; Quan; Quant; Quantitative; UA; UR; Urn","Метанефрин (24год Сеча) [Маса/час]"
"19080-1","Хоріогонадотропін","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Хоріогонадотропін СвткПлаз-ДовКонц","Хоріогонадотропін [Кількість/об'єм] у сироватці чи плазмі","Arbitrary concentration; CG; Chemistry; Choriogonadotropins total; Chorionic gonadotropin; HCG; Human chorionic gonadotropin; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders","Хоріогонадотропін Кільк"
"19124-7","Магній","Масова Концентрація","МоментЧасу","Сеча","Кількісно","","Хімія","Магній Сеча-МасКнц","Магній [Маса/об'єм] у сечі","Chemistry; Level; MAG; Magnes; Mass concentration; Mg; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UniversalLabOrders; UR; Urn","Магній (Сеча) [Маса/об'єм]"
"19126-2","Ідентифіковані бактерії","Наявність або Ідентифікація","МоментЧасу","Кістковий мозок","Категорійно","Аеробна культура","Мікробіологія","Бактерії Мозок АеробКульт","Ідентифіковані бактерії у Кістковому мозку методом Аеробної культури","Aerobe; Aerobe Cult; Aerobed; Bact; BM; BON; Bone marrow; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Isolated; MAR; Marrow (bone); Microbiology; minimal angle of resolution; Minimum angle of resolution; Nominal; Point in time; Random; UniversalLabOrders","Ідентифіковані бактерії АеробКульт Кат (КМ)"
"1834-1","Альфа-1-Фетопротеїн","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Альфа-1-Фетопротеїн СвткПлаз-МасКнц","Альфа-1-Фетопротеїн [Маса/об'єм] у сироватці чи плазмі","A1; AFP; Alfa; Alpha fetoprotein; Alphafetoprotein; Chemistry; Feto; i; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Tumor marker; UniversalLabOrders","Альфа-1-Фетопротеїн [Маса/об'єм]"
"1848-1","Андростанолон","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Андростанолон СвткПлаз-МасКнц","Андростанолон [Маса/об'єм] у Сироватці чи Плазмі","Chemistry; DHT; Dihydrotestosterone; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders","Андростанолон [Маса/об'єм]"
"21055-9","Аденовірус ДНК","Наявність або Поріг","МоментЧасу","Сироватка/Плазма","Порядково","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","Аденовірус ДНК СвткПлаз Пор Зонд-детек. ціль ампліф НК","Аденовірус ДНК [Наявність] у сироватці чи плазмі методом Зонд-детекція. цільова аміпліфікація НК","3 Self-Sustaining Sequence Replication; 3SR SR; Adeno virus; Amplif; Amplification; Amplified; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; HAdV; ID; Infectious Disease; InfectiousDisease; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; PCR; Pl; Plasma; Plsm; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Strand Displacement Amplification; TMA; Transcription mediated amplification","Аденовірус ДНК Зонд-детек. ціль ампліф НК Пор"
"21026-0","Інтерпретація патолога","Інтерпретація","МоментЧасу","Кров","Категорійно","","Патологія","Патолог Інтерпр Кров","Інтерпретація патолога аналізу крові","Blood; Impression; Impression/interpretation of study; Impressions; Interp; Interpret; Interpretation; Interpt; Intrp; Nominal; Path; Path Interp; PATHOLOGY; Point in time; Random; WB; Whole blood","Інтерпретація патолога (Кров) [Інтерпр]"
"21036-9","17-Гідроксикортикостероїди","Масова Швидкість","24год","Сеча","Кількісно","","Хімія","17-Гідроксикортикостероїди 24год Сеча-МасШв","17-Гідроксикортикостероїди [Маса/час] у добовій Сечі","1 day; 17-CS; 17-hydroxy corticosteroids; 17OHCS; 17-OHCS; 24 hours; 24HR; Chemistry; Mass Rate; mRate; QNT; Quan; Quant; Quantitative; UA; UR; Urn","17-Гідроксикортикостероїди (24год Сеча) [Маса/час]"
"21046-8","7-Амінофлунітразепам","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Наркотична токсикологія","7-Амінофлунітразепам СвткПлаз-МасКнц","7-Амінофлунітразепам [Маса/об'єм] у сироватці чи плазмі","7-amino flunitrazepam; 7Aminoflunitrazepam; DRUG/TOXICOLOGY; Drugs; Flunitrazepam metabolite; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR","7-Амінофлунітразепам [Маса/об'єм]"
"21074-0","Миш'як","Масова Концентрація","24год","Сеча","Кількісно","","Наркотична токсикологія","Миш'як 24год Сеча-МасКнц","Миш'як [Маса/об'єм] у добовій сечі","1 day; 24 hours; 24HR; AS; DRUG/TOXICOLOGY; Drugs; Level; Mass concentration; QNT; Quan; Quant; Quantitative; UA; UR; Urn","Миш'як (24год Сеча) [Маса/об'єм]"
"21199-5","Хром","Масова Концентрація","МоментЧасу","Рідини тіла","Кількісно","","Наркотична токсикологія","Хром РідТіл-МасКнц","Хром [Маса/об'єм] у рідинах тіла","B/F; BF; bod; Bodies; Body fluid; Body fluid, unsp; c609; CR; DRUG/TOXICOLOGY; Drugs; Fl; Fld; FLU; Fluid; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random","Хром (РідТіл) [Маса/об'єм]"
"1869-7","Аполіпопротеїн A-I","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Аполіпопротеїн A-I СвткПлаз-МасКнц","Аполіпопротеїн A-I [Маса/об'єм] у Сироватці чи Плазмі","APO; Apo A; Apo A-I; ApoA1; Apolipo; Apolipoprot; Apolipoprotein A1; Apolipoproteins; Cardio; Cardiology; Chemistry; Heart Disease; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders","Аполіпопротеїн A-I [Маса/об'єм]"
"19128-8","Ідентифіковані бактерії","Наявність або Ідентифікація","МоментЧасу","Наконечник катетера","Категорійно","Культура","Мікробіологія","Бактерії НакКат Культ","Ідентифіковані бактерії у Наконечнику катетера методом Культури","Bact; C&S; Cath Tip; Catheter tip; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Isolated; Microbiology; Nominal; Point in time; Random; UniversalLabOrders","Ідентифіковані бактерії Культ Кат (НакКат)"
"19141-1","Пропоксифен","Наявність або Поріг","МоментЧасу","Сеча","Порядково","","Наркотична токсикологія","Пропоксифен Сеча Пор","Пропоксифен [Наявність] у сечі","Addiction; Algaphan; Cosalgesic; Cotonal-65; Darvon; Depronal; Dextrogesic; Dextropropoxyphene; Distalgesic; Dolasan; Doloxene; D-propoxyphene; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Napsalgesic; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen; UA; UniversalLabOrders; UR; Urn","Пропоксифен Пор (Сеча)"
"1835-8","Альфа-2-Макроглобулін","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Альфа-2-Макроглобулін СвткПлаз-МасКнц","Альфа-2-Макроглобулін [Маса/об'єм] у сироватці чи плазмі","A2; A2 Macroglob; Alfa; AMG; Chemistry; II; Level; Macroglob; Macroglobn; Macroglobulins; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR","Альфа-2-Макроглобулін [Маса/об'єм]"
"18358-2","Метилендіоксиметамфетамін","Масова Концентрація","МоментЧасу","Сеча","Кількісно","Підтверджувальний тест","Наркотична токсикологія","Метилендіоксиметамфетамін Сеча ПідтвердТест-МасКнц","Метилендіоксиметамфетамін [Маса/об'єм] у сечі підтверджувальним методом","Addiction; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Ecstasy; GCMS; Illicit; Level; Mass concentration; MDMA; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn","Метилендіоксиметамфетамін ПідтвердТест (Сеча) [Маса/об'єм]"
"18390-5","Опіати","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Підтверджувальний тест","Наркотична токсикологія","Опіати Сеча Пор ПідтвердТест","Опіати [Наявність] у сечі підтверджувальним методом","Addiction; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Heroin; Illicit; OP; Opi; Opiate; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen; UA; UniversalLabOrders; UR; Urn","Опіати ПідтвердТест Пор (Сеча)"
"18743-5","Звіт про аутопсію","Знахідка","МоментЧасу","{Налаштування}","Документ","Роль не визначена","Документ онтології","Звіт про аутопсію","Звіт про аутопсію","DOC.ONT; Document; Finding; Findings; Point in time; Random",""
"19023-1","Гранулоцити/100 лейкоцитів","Чисельна Фракція","МоментЧасу","Кров","Кількісно","Автоматизований підрахунок","Гематологія/Підрахунок клітин","Гранулоцити/лейк ЧислФр Кров АвтоматПідрах","Гранулоцити/100 лейкоцитів у Крові методом Автоматизованого підрахунку","100WBC; Auto; Automated detection; Blood; Elec; Elect; Electr; Gran; Grans; Granulocyte; Granulocytes; HEMATOLOGY/CELL COUNTS; Leuc; Leuk; Leukocyte; Lkcs; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood","Гранулоцити/100 лейкоцитів АвтоматПідрах (Кров)"
"19123-9","Магній","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Магній СвткПлаз-МасКнц","Магній [Маса/об'єм] у сироватці чи плазмі","Chemistry; Level; MAG; Magnes; Mass concentration; Mg; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders","Магній [Маса/об'єм]"
"19163-5","Раковий антиген 19-9","Довільна Концентрація","МоментЧасу","Плевральна рідина","Кількісно","","Хімія","Раковий антиген 19-9 ПлевРід-ДовКонц","Раковий антиген 19-9 [Кількість/об'єм] у плевральній рідині","Arbitrary concentration; CA; CA 19-9; Cancer Ag19-9; Cancer antigen 19-9; Carbohydrate antigen; Carbohydrate antigen 19-9; Chemistry; Pleural; Pleural fluid; Point in time; QNT; Quan; Quant; Quantitative; Random; thoracentesis fluid; Tumor marker","Раковий антиген 19-9 Кільк (ПлевРід)"
"19295-5","Опіати","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Опіати Сеча Пор ТокСкрин","Опіати [Наявність] у сечі методом токсикологічного скринінгу","Addiction; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Heroin; Illicit; OP; Opi; Opiate; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UniversalLabOrders; UR; Urn","Опіати ТокСкрин Пор (Сеча)"
"19346-6","Амфетамін","Масова Концентрація","МоментЧасу","Сеча","Кількісно","","Наркотична токсикологія","Амфетамін Сеча-МасКнц","Амфетамін [Маса/об'єм] у сечі","Addiction; Amph; Amphet; Amphetam; Amphetamines; Ampht; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Level; Mass concentration; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; Speed; UA; UR; Urn","Амфетамін (Сеча) [Маса/об'єм]"
"19415-9","Тетрагідроканабінол","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Тетрагідроканабінол Сеча Пор ТокСкрин","Тетрагідроканабінол [Наявність] у сечі методом токсикологічного скринінгу","Delta(9)-THC; Delta-9-tetrahydrocannabinol; Dronabinol; DRUG/TOXICOLOGY; Drugs; Marijuana; Nabilone; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; THC; UA; UniversalLabOrders; UR; Urn","Тетрагідроканабінол ТокСкрин Пор (Сеча)"
"19448-0","Дигідрокодеїн","Масова Концентрація","МоментЧасу","Сеча","Кількісно","Підтверджувальний тест","Наркотична токсикологія","Дигідрокодеїн Сеча ПідтвердТест-МасКнц","Дигідрокодеїн [Маса/об'єм] у сечі підтверджувальним методом","Addiction; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DF-118; DHC; DHCPlus; Drocode; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; GCMS; Illicit; Level; Mass concentration; Point in time; PotentialForAbuse; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn","Дигідрокодеїн ПідтвердТест (Сеча) [Маса/об'єм]"
"19261-7","Амфетаміни","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Амфетаміни Сеча Пор ТокСкрин","Амфетаміни [Наявність] у сечі методом токсикологічного скринінгу","Addiction; Amph; Amphetam; Amphetamine; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; Speed; UA; UniversalLabOrders; UR; Urn","Амфетаміни ТокСкрин Пор (Сеча)"
"19321-9","6-Моноацетилморфін","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","6-Моноацетилморфін Сеча Пор ТокСкрин","6-Моноацетилморфін [Наявність] у сечі методом токсикологічного скринінгу","6 MAM; 6 mono acetyl morphine; 6-acetylmorphine; 6MAM; Acetylmorphine; Addiction; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Heroin metabolite; Illicit; MAM; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UR; Urn","6-Моноацетилморфін ТокСкрин Пор (Сеча)"
"19343-3","Амфетамін","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Амфетамін Пор Сеча ТокСкрин","Амфетамін [Наявність] у сечі методом токсикологічного скринінгу","Addiction; Amph; Amphet; Amphetam; Amphetamines; Ampht; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; Speed; UA; UniversalLabOrders; UR; Urn","Амфетамін ТокСкрин Пор (Сеча)"
"19359-9","Кокаїн","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Кокаїн Сеча Пор ТокСкрин","Кокаїн [Наявність] у сечі методом токсикологічного скринінгу","Addiction; Benzoylmethylecgonine; Coke; Crack; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Ecgonine methyl ester benzoate; Illicit; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; Snow; UA; UR; Urn","Кокаїн ТокСкрин Пор (Сеча)"
"19411-8","Кодеїн","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Кодеїн Сеча Пор ТокСкрин","Кодеїн [Наявність] у сечі методом токсикологічного скринінгу","Addiction; c260; C300; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Methylmorphine; Morphine methyl ether; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UR; Urn","Кодеїн ТокСкрин Пор (Сеча)"
"19245-0","клоназепам","Наявність або Поріг","МоментЧасу","Сеча","Порядково","","Наркотична токсикологія","клоназепам Сеча Пор","клоназепам [Наявність] у сечі","DRUG/TOXICOLOGY; Drugs; Klonopin; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; Urn","клоназепам Пор (Сеча)"
"19429-0","Пропоксифен","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Пропоксифен Сеча Пор ТокСкрин","Пропоксифен [Наявність] у сечі методом токсикологічного скринінгу","Addiction; Algaphan; Cosalgesic; Cotonal-65; Darvon; Depronal; Dextrogesic; Dextropropoxyphene; Distalgesic; Dolasan; Doloxene; D-propoxyphene; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Napsalgesic; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UniversalLabOrders; UR; Urn","Пропоксифен ТокСкрин Пор (Сеча)"
"19466-2","Флунітразепам","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Флунітразепам Сеча Пор ТокСкрин","Флунітразепам [Наявність] у сечі методом токсикологічного скринінгу","Darkene; DRUG/TOXICOLOGY; Drugs; Hypnodorm; Hypnor; Narcozep; Noriel; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Rohipnol; Rohypnol; Roipnol; Scn; Scr; Screen; Scrn; UA; UR; Urn; Valsera","Флунітразепам ТокСкрин Пор (Сеча)"
"19528-9","Лізергейт діетиламід","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Токсикологічний скринінг","Наркотична токсикологія","Лізергейт діетиламід Сеча Пор ТокСкрин","Лізергейт діетиламід [Наявність] у сечі методом токсикологічного скринінгу","Addiction; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; LSD; Lysergic acid; Lysergic acid diethylamide; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Scn; Scr; Screen; Scrn; UA; UR; Urn","Лізергейт діетиламід ТокСкрин Пор (Сеча)"
"1942-2","Бета галактозидаза","Каталітичний Вміст","МоментЧасу","Тканина","Кількісно","","Хімія","Бета галактозидаза Тк-КатВм","Бета галактозидаза [Каталітична активність/маса] у тканині","B; B-Galactosidase; Catalytic Content; Chemistry; Disaccharidase; GM 1-gangliosidosis; Lactase; Morquio disease type B; MPS IV B; Point in time; QNT; Quan; Quant; Quantitative; Random; Tissue; Tissue, unspecified","Бета галактозидаза (Тк) [КатАктив/маса]"
