"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"23411-2","Wirus kięgosuszu Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa księgosuszu",""
"23412-0","Wirus kięgosuszu Ag","stężenie w jednostkach umownych","punkt w czasie","tkanka i rozmazy","ilościowy","metoda immunologiczna","MICRO","","","Antygen wirusa księgosuszu",""
"23442-7","Wirus choroby pęcherzykowej świń Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa choroby pęcherzykowej świń",""
"23447-6","Wirus choroby pęcherzykowej świń Ag","granica wykrywalności","punkt w czasie","skóra","półilościowy","metoda immunologiczna","MICRO","","","Antygen wirusa choroby pęcherzykowej świń",""
"23451-8","Taenia sp jaja","granica wykrywalności","punkt w czasie","kał","półilościowy","sonda","MICRO","","","Jaja Taenia sp. Taenia sp.",""
"23454-2","Taylorella equigenitalis Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do Taylorella equigenitalis Taylorella equigenitalis",""
"23455-9","Taylorella equigenitalis Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","immunofluorescencja","MICRO","","","Antygen Taylorella equigenitalis Taylorella equigenitalis",""
"23488-0","Wirus zakaźnego zapalenia żołądka i jelit świń Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirusa zakaźnego zapalenia żołąka i jelit świń Przeciwciała neutralizujące do wirusa zakaźnego zapalenia żołąka i jelit świń",""
"23386-6","Wirus wścieklizny rzekomej Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Antygen wirusa wścieklizny rzekomej",""
"23397-3","Wirus gorączki Doliny Rift Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa gorączki Doliny Rift Wirus RVF",""
"23398-1","Wirus gorączki Doliny Rift Ab","miano","punkt w czasie","surowica","ilościowy","hamowanie hemaglutynacji","MICRO","","","Przeciwciała do wirusa gorączki Doliny Rift Wirus RVF",""
"23407-0","Wirus kięgosuszu Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirusa księgosuszu Przeciwciała neutralizujące do wirusa księgosuszu",""
"23441-9","Wirus choroby pęcherzykowej świń Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa choroby pęcherzykowej świń",""
"23443-5","Wirus choroby pęcherzykowej świń Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoelektroforeza","MICRO","","","Przeciwciała do wirusa choroby pęcherzykowej świń",""
"23445-0","Wirus choroby pęcherzykowej świń Ag","granica wykrywalności","punkt w czasie","skóra","półilościowy","test wiązania dopełniacza","MICRO","","","Antygen wirusa choroby pęcherzykowej świń",""
"23490-6","Wirus zakaźnego zapalenia żołądka i jelit świń Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa zakaźnego zapalenia żołąka i jelit świń",""
"23491-4","Wirus zakaźnego zapalenia żołądka i jelit świń Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa zakaźnego zapalenia żołąka i jelit świń",""
"23493-0","Wirus zakaźnego zapalenia żołądka i jelit świń Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Antygen wirusa zakaźnego zapalenia żołąka i jelit świń",""
"23494-8","Wirus zakaźnego zapalenia żołądka i jelit świń Ag","granica wykrywalności","punkt w czasie","kał","półilościowy","metoda immunologiczna","MICRO","","","Antygen wirusa zakaźnego zapalenia żołąka i jelit świń",""
"23495-5","Wirus zakaźnego zapalenia żołądka i jelit świń Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","barwnik immunologiczny","MICRO","","","Antygen wirusa zakaźnego zapalenia żołąka i jelit świń barwnik immunologiczny",""
"23498-9","Wirus zakaźnego zapalenia żołądka i jelit świń RNA","granica wykrywalności","punkt w czasie","XXX","półilościowy","sonda","MICRO","","","RNA wirusa zakaźnego zapalenia żołąka i jelit świń",""
"23509-3","Trypanosoma equiperdum","granica wykrywalności","punkt w czasie","płyn ustrojowy","półilościowy","mikroskopia świetlna","MICRO","","","Trypanosoma equiperdum",""
"23511-9","Trypanosoma equiperdum Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Trypanosoma equiperdum",""
"23513-5","Trypanosoma equiperdum Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Trypanosoma equiperdum",""
"23450-0","Taenia sp Ag","granica wykrywalności","punkt w czasie","kał","półilościowy","metoda immunologiczna","MICRO","","","Antygen Taenia sp. Taenia sp.",""
"23453-4","Taylorella equigenitalis Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Przeciwciała do Taylorella equigenitalis Taylorella equigenitalis",""
"23456-7","Taylorella equigenitalis Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","aglutynacja","MICRO","","","Antygen Taylorella equigenitalis Taylorella equigenitalis",""
"23487-2","Wirus zakaźnego zapalenia żołądka i jelit świń Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa zakaźnego zapalenia żołąka i jelit świń",""
"23497-1","Wirus zakaźnego zapalenia żołądka i jelit świń Ag","granica wykrywalności","punkt w czasie","tkanka jelita cienkiego","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa zakaźnego zapalenia żołąka i jelit świń",""
"23515-0","Trypanosoma equiperdum Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Trypanosoma equiperdum",""
"23521-8","Trypanosoma evansi Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","MICRO","","","Trypanosoma evansi",""
"23523-4","Trypanosoma evansi Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","aglutynacja","MICRO","","","Trypanosoma evansi",""
"22792-6","Wirus choroby aleuckiej Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoelektroforeza (CIE)","MICRO","","","Przecciwciała do wirusa choroby aleuckiej Wirus choroby aleuckiej",""
"22825-4","Wirus grypy A Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","immunodyfuzja","MICRO","","","Antygen wirusa grypy typ A Wirus grypy Wirus grypy typ A",""
"22828-8","Influenza wirus A podtyp","wykrycie lub identyfikacja","punkt w czasie","XXX","cecha","immunodyfuzja","MICRO","","","Podtyp wirusa grypy typu A Wirus grypy Wirus grypy typ A",""
"22838-7","Wirus ptasiej ospy Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Przeciwciała do wirusa ptasiej ospy Wirus ptasiej ospy",""
"22843-7","Wirus ptasiej ospy DNA","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","sonda","MICRO","","","DNA wirusa ptasiej ospy Wirus ptasiej ospy",""
"22882-5","Wirus choroby granicznej Ag","granica wykrywalności","punkt w czasie","krew","półilościowy","metoda immunologiczna","MICRO","","","Antygen wirus choroby granicznej Wirus choroby granicznej",""
"22894-0","Wirus biegunki bydła Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa biegunki bydła Wirus biegunki bydła",""
"22899-9","Wirus biegunki bydła RNA","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","sonda","MICRO","","","RNA Wirus biegunki bydła Wirus biegunki bydła",""
"22901-3","Herpeswirus bydlęcy 1 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Herpeswirus bydlęcy 1 Przeciwciała do Herpeswirusa bydlęcgo 1",""
"22903-9","Herpeswirus bydlęcy 1 Ab","granica wykrywalności","punkt w czasie","mleko","półilościowy","metoda immunologiczna","MICRO","","","Herpeswirus bydlęcy 1 Przeciwciała do Herpeswirusa bydlęcgo 1",""
"22909-6","Herpeswirus bydlęcy 1 Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","barwnik immunologiczny","MICRO","","","Antygen Herpeswirusa budlęcego 1 barwnik immunologiczny Herpeswirus bydlęcy 1",""
"22916-1","Wirus białaczki bydlęcej Ab","granica wykrywalności","punkt w czasie","mleko","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa białaczki bydlęcej Wirus białaczki bydlęcej",""
"22925-2","Brucella abortus Ab.IgG1","granica wykrywalności","punkt w czasie","mleko","półilościowy","","MICRO","","","Brucella abortus Przeciwciała IgG1 do Brucella abortus",""
"22926-0","Brucella abortus rRNA","granica wykrywalności","punkt w czasie","XXX","półilościowy","sonda","MICRO","","","Brucella abortus rRNA Brucella abortus",""
"22933-6","Brucella melitensis Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","aglutynacja","MICRO","","","Brucella melitensis",""
"22935-1","Brucella melitensis Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Brucella melitensis",""
"22937-7","Brucella ovis Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","test wiązania dopełniacza","MICRO","","","Brucella ovis",""
"22948-4","Brucella sp Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy^płód","półilościowy","barwnik immunologiczny","MICRO","","","Antygen Brucella sp. barwnik immunologiczny Brucella sp.",""
"22949-2","Brucella sp Ag","granica wykrywalności","punkt w czasie","łożysko","półilościowy","barwnik immunologiczny","MICRO","","","Antygen Brucella sp. barwnik immunologiczny Brucella sp.",""
"22952-6","Brucella suis Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Brucella suis",""
"22972-4","Wirus zapalenia mózgu kóz Ab","granica wykrywalności","punkt w czasie","mleko","półilościowy","","MICRO","","","Przeciwciała do wirusa zapalenia mózgu kóz Wirus zapalenia mózgu kóz",""
"23416-1","Wirus kięgosuszu Ag","stężenie w jednostkach umownych","punkt w czasie","XXX","ilościowy","metoda immunologiczna","MICRO","","","Antygen wirusa księgosuszu",""
"23544-0","Wirus wenezuelskiego końskiego zapalenia mózgu Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23545-7","Wirus wenezuelskiego końskiego zapalenia mózgu Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirusa wenezuelskiego końskiego zapalenia mózgu Przeciwciała neutralizujące do wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23546-5","Wirus wenezuelskiego końskiego zapalenia mózgu Ab.IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","IgM Przeciwciała do wirusa wenezuelskiego końskiego zapalenia mózgu Przeciwciała IgM do wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23547-3","Wirus wenezuelskiego końskiego zapalenia mózgu Ab.IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","IgM Przeciwciała do wirusa wenezuelskiego końskiego zapalenia mózgu Przeciwciała IgM do wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23548-1","Wirus wenezuelskiego końskiego zapalenia mózgu Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Antygen wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23554-9","Wirus wenezuelskiego końskiego zapalenia mózgu podtyp","wykrycie lub identyfikacja","punkt w czasie","XXX","cecha","immunofluorescencja","MICRO","","","Podtyp wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23555-6","Wirus pęcherzykowatego zapalenia jamy ustnej Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa pęcherzykowatego zapalenia jamy ustnej",""
"23514-3","Trypanosoma equiperdum Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunodyfuzja","MICRO","","","Trypanosoma equiperdum",""
"23520-0","Trypanosoma evansi","granica wykrywalności","punkt w czasie","aspirat","półilościowy","preparatyka na mokro","MICRO","","","Trypanosoma evansi",""
"23526-7","Trypanosoma evansi Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Trypanosoma evansi",""
"23536-6","Trypanosoma sp zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","krew","cecha","stężenie","MICRO","","","Trypanosoma sp. wykryty",""
"23541-6","Wirus wenezuelskiego końskiego zapalenia mózgu Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Przeciwciała do wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23542-4","Wirus wenezuelskiego końskiego zapalenia mózgu Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","hamowanie hemaglutynacji","MICRO","","","Przeciwciała do wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23533-3","Trypanosoma sp Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Antygen Trypanosoma sp. Trypanosoma sp.",""
"23534-1","Trypanosoma sp Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Antygen Trypanosoma sp. Trypanosoma sp.",""
"23535-8","Trypanosoma sp Ag","granica wykrywalności","punkt w czasie","krew","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do Trypanosoma sp. Trypanosoma sp.",""
"23549-9","Wirus wenezuelskiego końskiego zapalenia mózgu Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23550-7","Wirus wenezuelskiego końskiego zapalenia mózgu Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","hamowanie hemaglutynacji","MICRO","","","Antygen wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23551-5","Wirus wenezuelskiego końskiego zapalenia mózgu Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test wiązania dopełniacza","MICRO","","","Antygen wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23557-2","Wirus pęcherzykowatego zapalenia jamy ustnej Ag","granica wykrywalności","punkt w czasie","skóra","półilościowy","metoda immunologiczna","MICRO","","","Antygen wirusa pęcherzykowatego zapelnia jamy ustnej",""
"23567-1","Wirus pęcherzykowatego zapalenia jamy ustnej typ New Jersey Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirusa pęcherzykowatego zapelnia jamy ustnej typu New Jersey Przeciwciała neutralizujące do wirusa pęcherzykowatego zapelnia jamy ustnej typu New Jersey",""
"23568-9","Wirus pęcherzykowatego zapalenia jamy ustnej typ New Jersey Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Przeciwciała do wirusa pęcherzykowatego zapelnia jamy ustnej typu New Jersey",""
"23556-4","Wirus pęcherzykowatego zapalenia jamy ustnej Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa pęcherzykowatego zapalenia jamy ustnej",""
"23560-6","Wirus pęcherzykowatego zapalenia jamy ustnej Ag","granica wykrywalności","punkt w czasie","gardło","półilościowy","test wiązania dopełniacza","MICRO","","","Antygen wirusa pęcherzykowatego zapelnia jamy ustnej",""
"23564-8","Wirus pęcherzykowatego zapalenia jamy ustnej typ Indiana Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Przeciwciała do wirusa pęcherzykowatego zapelnia jamy ustnej typu Indiana",""
"23565-5","Wirus pęcherzykowatego zapalenia jamy ustnej typ New Jersey Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa pęcherzykowatego zapelnia jamy ustnej typu New Jersey",""
"23566-3","Wirus pęcherzykowatego zapalenia jamy ustnej typ New Jersey Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa pęcherzykowatego zapelnia jamy ustnej typu New Jersey",""
"23569-7","Wirus pęcherzykowatego zapalenia jamy ustnej serotyp","wykrycie lub identyfikacja","punkt w czasie","XXX","cecha","test wiązania dopełniacza","MICRO","","","Serotyp wirusa pęcherzykowatego zapelnia jamy ustnej",""
"23570-5","Wirus pęcherzykowatego zapalenia jamy ustnej serotyp","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","test wiązania dopełniacza","MICRO","","","Serotyp wirusa pęcherzykowatego zapelnia jamy ustnej",""
"23580-4","Wirus krwotocznej choroby królików Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","metoda immunologiczna","MICRO","","","Królik",""
"23582-0","Wirus krwotocznej choroby królików Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","MICRO","","","barwnik immunologiczny Królik",""
"22976-5","Wirus zapalenia mózgu kóz Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa zapalenia mózgu kóz Wirus zapalenia mózgu kóz",""
"22979-9","Herpeswirus kóz 1 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Herpeswirus kóz Herpeswirus kóz 1 Przeciwciała do Herpeswirusa koziego 1",""
"22995-5","Chlamydophila psittaci Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunodyfuzja","MICRO","","","Chlamydophila psittaci Przeciwciała do Chlamydophila psittaci",""
"22998-9","Chlamydophila psittaci Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","MICRO","","","Antygen Chlamydophila psittaci barwnik immunologiczny Chlamydophila psittaci",""
"23000-3","Chlamydophila psittaci Ag","granica wykrywalności","punkt w czasie","wysięk","półilościowy","barwnik immunologiczny","MICRO","","","Antygen Chlamydophila psittaci barwnik immunologiczny Chlamydophila psittaci",""
"23076-3","Wirus zapalenia tętnic koni Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Antygen wirusa zapalenia tętnic koni Wirus zapalenia tętnic koni",""
"23003-7","Wirus klasycznego pomoru świń Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirus klasycznego pomoru świń Przeciwciała neutralizujące do wirusa klasycznego pomoru świń Wirus klasycznego pomoru świń",""
"23004-5","Wirus klasycznego pomoru świń Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirus klasycznego pomoru świń Wirus klasycznego pomoru świń",""
"23036-7","Wirus zapalenia wątroby u kaczek 2 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa zapalenia wątroby u kaczek 2 Wirus zapalenia wątroby Wirus zapalenia wątroby u kaczek Wirus zapalenia wątroby u kaczek 2",""
"23038-3","Wirus zapalenia wątroby u kaczek 2 Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Antygen wirusa zapalenia wątroby u kaczek 2 Wirus zapalenia wątroby Wirus zapalenia wątroby u kaczek Wirus zapalenia wątroby u kaczek 2",""
"23552-3","Wirus wenezuelskiego końskiego zapalenia mózgu podtyp","wykrycie lub identyfikacja","punkt w czasie","XXX","cecha","test neutralizacji","MICRO","","","Podtyp wirusa wenezuelskiego końskiego zapalenia mózgu",""
"23562-2","Wirus pęcherzykowatego zapalenia jamy ustnej typ Indiana Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirusa pęcherzykowatego zapelnia jamy ustnej typu Indiana Przeciwciała neutralizujące do wirusa pęcherzykowatego zapelnia jamy ustnej typu Indiana",""
"23577-0","Wirus krwotocznej choroby królików Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Królik",""
"23579-6","Wirus krwotocznej choroby królików Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Królik",""
"23590-3","Wirus zachodniego zapalenia mózgu koni Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa zachodniego zapalenia mózgu koni Wirus zachodniego zapalenia mózgu koni",""
"23593-7","Wirus białaczki bydlęcej","granica wykrywalności","punkt w czasie","krew","półilościowy","hodowla specyficzna dla organizmu","MICRO","","","Wirus białaczki bydlęcej",""
"23047-4","Wirus wschodniego końskiego zapalenia mózgu Ag","granica wykrywalności","punkt w czasie","mózg","półilościowy","test wiązania dopełniacza","MICRO","","","Antygen wirusa wschodniego końskiego zapalenia mózgu Wirus wschodniego końskiego zapalenia mózgu",""
"23049-0","Wirus wschodniego końskiego zapalenia mózgu Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test wiązania dopełniacza","MICRO","","","Antygen wirusa wschodniego końskiego zapalenia mózgu Wirus wschodniego końskiego zapalenia mózgu",""
"23060-7","Wirus epizootycznej choroby krwotocznej Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Przeciwciała do wirusa epizootycznej choroby krwotocznej Wirus epizootycznej choroby krwotocznej",""
"23068-0","Wirus zapalenia tętnic koni Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunodyfuzja","MICRO","","","Przeciwciała do wirusa zapalenia tętnic koni Wirus zapalenia tętnic koni",""
"23072-2","Wirus zapalenia tętnic koni Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Przeciwciała do wirusa zapalenia tętnic koni Wirus zapalenia tętnic koni",""
"23073-0","Wirus zapalenia tętnic koni Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa zapalenia tętnic koni Wirus zapalenia tętnic koni",""
"23075-5","Wirus zapalenia tętnic koni Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","barwnik immunologiczny","MICRO","","","Antygen wirusa zapalenia tętnic koni barwnik immunologiczny Wirus zapalenia tętnic koni",""
"23077-1","Wirus zapalenia tętnic koni Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa zapalenia tętnic koni Wirus zapalenia tętnic koni",""
"23583-8","Wirus zachodniego zapalenia mózgu koni Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","aglutynacja","MICRO","","","Przeciwciała do wirusa zachodniego zapalenia mózgu koni Wirus zachodniego zapalenia mózgu koni",""
"23586-1","Wirus zachodniego zapalenia mózgu koni Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","hamowanie hemaglutynacji","MICRO","","","Przeciwciała do wirusa zachodniego zapalenia mózgu koni Wirus zachodniego zapalenia mózgu koni",""
"23592-9","Wirus afrykańskiego pomoru świń Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","barwnik immunologiczny","MICRO","","","barwnik immunologiczny Przeciwciała do wirusa afrykańskiego pomoru świń Wirus afrykańskiego pomoru świń",""
"23601-8","Choroba Mareka wirus serotyp","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","hodowla specyficzna dla organizmu","MICRO","","","Serotyp wirusa choroby Mareka Wirus choroby Mareka",""
"23670-3","Blastomyces sp Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","półilościowy","","MICRO","","","Blastomyces sp. Przeciwciała do Blastomyces sp.",""
"23676-0","Borrelia burgdorferi Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Borrelia burgdorferi",""
"23685-1","Adenowirus psów 1 Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Adenowirus Adenowirus psów Adenowirus psów 1 Przeciwciała do Andeowirusa psów 1 Przeciwciała neutralizujące do Andeowirusa psów 1",""
"23686-9","Adenowirus psów Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Adenowirus Adenowirus psów Antygen Adenowirusa Antygen Adenowirusa psów",""
"23571-3","Wirus pęcherzykowatego zapalenia jamy ustnej serotyp","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","metoda immunologiczna","MICRO","","","Serotyp wirusa pęcherzykowatego zapelnia jamy ustnej",""
"23573-9","Wirus krwotocznej choroby królików","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","mikroskopia elektronowa","MICRO","","","Królik",""
"23574-7","Wirus krwotocznej choroby królików Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Królik",""
"23589-5","Wirus zachodniego zapalenia mózgu koni Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Antygen wirusa zachodniego zapalenia mózgu koni Wirus zachodniego zapalenia mózgu koni",""
"23594-5","Brucella sp zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","nasienie","cecha","hodowla specyficzna dla organizmu","MICRO","","","Brucella sp. Brucella sp. zidentyfikowano wykryty",""
"2361-4","Ceramidaza glukozylowa","zawartość katalityczna","punkt w czasie","tkanka i rozmazy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Ceramidaza glukozylowa",""
"23689-3","Wirus nosówki psiej Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Przeciwciała do psiego wirusa nosówki Psi wirus nosówki",""
"23678-6","Bydlęcy wirus paragrypy 3 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen bydlęcego wirusa paragrypy 3 Antygen wirusa paragrypy typu 3 Bydlęcy wirus paragrypy 3",""
"23679-4","Bydlęcy oddechowy wirus syncytialny Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","","MICRO","","","Ag bydlęcego oddechowego wirusa syncytialnego Antygen syncytialnego wirusa oddechowego Bydlęcy oddechowy wirus syncytialny Wirus syncytialny nabłonka oddechowego",""
"23688-5","Koronawirus psi Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen koronawirusa psiego Koronawirus",""
"23697-6","Herpeswirus psów Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Herpeswirus psów Przeciwciała do Herpeswirusa psiego Przeciwciała neutralizujące do Herpeswirusa psiego",""
"23705-7","Parwowirus psi Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen parwowirusa psiego Ludzki parwowirus Parwowirus psi",""
"23716-4","Koronawirus koci Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Koronawirus Przeciwciała do koronawirusa Przeciwciała do koronawirusa kociego",""
"23719-8","Herpeswirus koci 1 Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Herpeswirus koci Herpeswirus koci 1 Przeciwciała do Herpeswirusa kociego 1 Przeciwciała neutralizujące do Herpeswirusa kociego 1",""
